path,furniture,fov,yaw,pitch,roll,pitch_range,roll_range,x,y,z
\scene_03301\2D_rendering\948493\perspective\full_120_20_20\0,full,120,-3,-19,-10,20,20,4984.919225,-2774.697198,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_60_0_0\0,empty,60,62,0,0,0,0,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_60_0_0\0,full,60,62,0,0,0,0,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_90_0_0\0,empty,90,62,0,0,0,0,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_90_0_0\0,full,90,62,0,0,0,0,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_120_0_0\0,empty,120,62,0,0,0,0,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_120_0_0\0,full,120,62,0,0,0,0,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_60_10_10\0,empty,60,62,-4,-10,10,10,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_60_10_10\0,full,60,62,-4,-10,10,10,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_90_10_10\0,empty,90,62,-4,-10,10,10,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_90_10_10\0,full,90,62,-4,-10,10,10,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_120_10_10\0,empty,120,62,-4,-10,10,10,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_120_10_10\0,full,120,62,-4,-10,10,10,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_60_20_20\0,empty,60,62,-14,-6,20,20,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_60_20_20\0,full,60,62,-14,-6,20,20,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_90_20_20\0,empty,90,62,-14,-6,20,20,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_90_20_20\0,full,90,62,-14,-6,20,20,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\empty_120_20_20\0,empty,120,62,-14,-6,20,20,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948680\perspective\full_120_20_20\0,full,120,62,-14,-6,20,20,51.342376,-5354.252656,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_60_0_0\0,empty,60,-155,0,0,0,0,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_60_0_0\0,full,60,-155,0,0,0,0,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_90_0_0\0,empty,90,-155,0,0,0,0,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_90_0_0\0,full,90,-155,0,0,0,0,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_120_0_0\0,empty,120,-155,0,0,0,0,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_120_0_0\0,full,120,-155,0,0,0,0,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_60_10_10\0,empty,60,-155,0,-5,10,10,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_60_10_10\0,full,60,-155,0,-5,10,10,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_90_10_10\0,empty,90,-155,0,-5,10,10,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_90_10_10\0,full,90,-155,0,-5,10,10,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_120_10_10\0,empty,120,-155,0,-5,10,10,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_120_10_10\0,full,120,-155,0,-5,10,10,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_60_20_20\0,empty,60,-155,6,18,20,20,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_60_20_20\0,full,60,-155,6,18,20,20,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_90_20_20\0,empty,90,-155,6,18,20,20,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_90_20_20\0,full,90,-155,6,18,20,20,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\empty_120_20_20\0,empty,120,-155,6,18,20,20,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948782\perspective\full_120_20_20\0,full,120,-155,6,18,20,20,-4046.287928,-3612.300708,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_60_0_0\0,empty,60,-114,0,0,0,0,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_60_0_0\0,full,60,-114,0,0,0,0,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_90_0_0\0,empty,90,-114,0,0,0,0,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_90_0_0\0,full,90,-114,0,0,0,0,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_120_0_0\0,empty,120,-114,0,0,0,0,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_120_0_0\0,full,120,-114,0,0,0,0,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_60_10_10\0,empty,60,-114,4,-7,10,10,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_60_10_10\0,full,60,-114,4,-7,10,10,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_90_10_10\0,empty,90,-114,4,-7,10,10,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_90_10_10\0,full,90,-114,4,-7,10,10,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_120_10_10\0,empty,120,-114,4,-7,10,10,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_120_10_10\0,full,120,-114,4,-7,10,10,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_60_20_20\0,empty,60,-114,-15,-3,20,20,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_60_20_20\0,full,60,-114,-15,-3,20,20,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_90_20_20\0,empty,90,-114,-15,-3,20,20,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_90_20_20\0,full,90,-114,-15,-3,20,20,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\empty_120_20_20\0,empty,120,-114,-15,-3,20,20,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\948784\perspective\full_120_20_20\0,full,120,-114,-15,-3,20,20,-4399.111805,-338.156527,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_60_0_0\0,empty,60,82,0,0,0,0,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_60_0_0\0,full,60,82,0,0,0,0,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_90_0_0\0,empty,90,82,0,0,0,0,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_90_0_0\0,full,90,82,0,0,0,0,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_120_0_0\0,empty,120,82,0,0,0,0,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_120_0_0\0,full,120,82,0,0,0,0,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_60_10_10\0,empty,60,82,1,-9,10,10,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_60_10_10\0,full,60,82,1,-9,10,10,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_90_10_10\0,empty,90,82,1,-9,10,10,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_90_10_10\0,full,90,82,1,-9,10,10,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_120_10_10\0,empty,120,82,1,-9,10,10,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_120_10_10\0,full,120,82,1,-9,10,10,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_60_20_20\0,empty,60,82,-9,3,20,20,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_60_20_20\0,full,60,82,-9,3,20,20,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_90_20_20\0,empty,90,82,-9,3,20,20,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_90_20_20\0,full,90,82,-9,3,20,20,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\empty_120_20_20\0,empty,120,82,-9,3,20,20,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949619\perspective\full_120_20_20\0,full,120,82,-9,3,20,20,-5396.693092,1146.215585,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_60_0_0\0,empty,60,142,0,0,0,0,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_60_0_0\0,full,60,142,0,0,0,0,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_90_0_0\0,empty,90,142,0,0,0,0,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_90_0_0\0,full,90,142,0,0,0,0,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_120_0_0\0,empty,120,142,0,0,0,0,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_120_0_0\0,full,120,142,0,0,0,0,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_60_10_10\0,empty,60,142,-7,7,10,10,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_60_10_10\0,full,60,142,-7,7,10,10,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_90_10_10\0,empty,90,142,-7,7,10,10,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_90_10_10\0,full,90,142,-7,7,10,10,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_120_10_10\0,empty,120,142,-7,7,10,10,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_120_10_10\0,full,120,142,-7,7,10,10,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_60_20_20\0,empty,60,142,-7,-4,20,20,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_60_20_20\0,full,60,142,-7,-4,20,20,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_90_20_20\0,empty,90,142,-7,-4,20,20,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_90_20_20\0,full,90,142,-7,-4,20,20,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\empty_120_20_20\0,empty,120,142,-7,-4,20,20,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949653\perspective\full_120_20_20\0,full,120,142,-7,-4,20,20,-3477.214951,5379.980049,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_60_0_0\0,empty,60,42,0,0,0,0,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_60_0_0\0,full,60,42,0,0,0,0,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_90_0_0\0,empty,90,42,0,0,0,0,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_90_0_0\0,full,90,42,0,0,0,0,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_120_0_0\0,empty,120,42,0,0,0,0,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_120_0_0\0,full,120,42,0,0,0,0,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_60_10_10\0,empty,60,42,-8,-1,10,10,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_60_10_10\0,full,60,42,-8,-1,10,10,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_90_10_10\0,empty,90,42,-8,-1,10,10,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_90_10_10\0,full,90,42,-8,-1,10,10,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_120_10_10\0,empty,120,42,-8,-1,10,10,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_120_10_10\0,full,120,42,-8,-1,10,10,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_60_20_20\0,empty,60,42,-1,-19,20,20,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_60_20_20\0,full,60,42,-1,-19,20,20,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_90_20_20\0,empty,90,42,-1,-19,20,20,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_90_20_20\0,full,90,42,-1,-19,20,20,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\empty_120_20_20\0,empty,120,42,-1,-19,20,20,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949696\perspective\full_120_20_20\0,full,120,42,-1,-19,20,20,-911.504361,5080.408408,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_60_0_0\0,empty,60,165,0,0,0,0,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_60_0_0\0,full,60,165,0,0,0,0,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_90_0_0\0,empty,90,165,0,0,0,0,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_90_0_0\0,full,90,165,0,0,0,0,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_120_0_0\0,empty,120,165,0,0,0,0,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_120_0_0\0,full,120,165,0,0,0,0,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_60_10_10\0,empty,60,165,-1,-3,10,10,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_60_10_10\0,full,60,165,-1,-3,10,10,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_90_10_10\0,empty,90,165,-1,-3,10,10,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_90_10_10\0,full,90,165,-1,-3,10,10,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_120_10_10\0,empty,120,165,-1,-3,10,10,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_120_10_10\0,full,120,165,-1,-3,10,10,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_60_20_20\0,empty,60,165,-4,12,20,20,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_60_20_20\0,full,60,165,-4,12,20,20,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_90_20_20\0,empty,90,165,-4,12,20,20,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_90_20_20\0,full,90,165,-4,12,20,20,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\empty_120_20_20\0,empty,120,165,-4,12,20,20,1274.57218,1145.447429,1674.038758
\scene_03301\2D_rendering\949752\perspective\full_120_20_20\0,full,120,165,-4,12,20,20,1274.57218,1145.447429,1674.038758
\scene_03302\2D_rendering\877178\perspective\empty_60_0_0\0,empty,60,-175,0,0,0,0,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_60_0_0\0,full,60,-175,0,0,0,0,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_90_0_0\0,empty,90,-175,0,0,0,0,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_90_0_0\0,full,90,-175,0,0,0,0,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_120_0_0\0,empty,120,-175,0,0,0,0,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_120_0_0\0,full,120,-175,0,0,0,0,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_60_10_10\0,empty,60,-175,-4,4,10,10,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_60_10_10\0,full,60,-175,-4,4,10,10,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_90_10_10\0,empty,90,-175,-4,4,10,10,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_90_10_10\0,full,90,-175,-4,4,10,10,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_120_10_10\0,empty,120,-175,-4,4,10,10,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_120_10_10\0,full,120,-175,-4,4,10,10,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_60_20_20\0,empty,60,-175,-3,-12,20,20,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_60_20_20\0,full,60,-175,-3,-12,20,20,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_90_20_20\0,empty,90,-175,-3,-12,20,20,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_90_20_20\0,full,90,-175,-3,-12,20,20,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\empty_120_20_20\0,empty,120,-175,-3,-12,20,20,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877178\perspective\full_120_20_20\0,full,120,-175,-3,-12,20,20,884.402383,-1840.683003,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_60_0_0\0,empty,60,-64,0,0,0,0,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_60_0_0\0,full,60,-64,0,0,0,0,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_90_0_0\0,empty,90,-64,0,0,0,0,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_90_0_0\0,full,90,-64,0,0,0,0,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_120_0_0\0,empty,120,-64,0,0,0,0,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_120_0_0\0,full,120,-64,0,0,0,0,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_60_10_10\0,empty,60,-64,-1,-7,10,10,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_60_10_10\0,full,60,-64,-1,-7,10,10,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_90_10_10\0,empty,90,-64,-1,-7,10,10,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_90_10_10\0,full,90,-64,-1,-7,10,10,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_120_10_10\0,empty,120,-64,-1,-7,10,10,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_120_10_10\0,full,120,-64,-1,-7,10,10,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_60_20_20\0,empty,60,-64,-1,7,20,20,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_60_20_20\0,full,60,-64,-1,7,20,20,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_90_20_20\0,empty,90,-64,-1,7,20,20,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_90_20_20\0,full,90,-64,-1,7,20,20,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\empty_120_20_20\0,empty,120,-64,-1,7,20,20,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877179\perspective\full_120_20_20\0,full,120,-64,-1,7,20,20,-1893.897237,5251.003701,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_60_0_0\0,empty,60,-137,0,0,0,0,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_60_0_0\0,full,60,-137,0,0,0,0,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_90_0_0\0,empty,90,-137,0,0,0,0,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_90_0_0\0,full,90,-137,0,0,0,0,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_120_0_0\0,empty,120,-137,0,0,0,0,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_120_0_0\0,full,120,-137,0,0,0,0,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_60_10_10\0,empty,60,-137,4,2,10,10,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_60_10_10\0,full,60,-137,4,2,10,10,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_90_10_10\0,empty,90,-137,4,2,10,10,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_90_10_10\0,full,90,-137,4,2,10,10,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_120_10_10\0,empty,120,-137,4,2,10,10,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_120_10_10\0,full,120,-137,4,2,10,10,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_60_20_20\0,empty,60,-137,-5,5,20,20,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_60_20_20\0,full,60,-137,-5,5,20,20,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_90_20_20\0,empty,90,-137,-5,5,20,20,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_90_20_20\0,full,90,-137,-5,5,20,20,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\empty_120_20_20\0,empty,120,-137,-5,5,20,20,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\877180\perspective\full_120_20_20\0,full,120,-137,-5,5,20,20,5832.25949,-2840.032623,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_60_0_0\0,empty,60,-134,0,0,0,0,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_60_0_0\0,full,60,-134,0,0,0,0,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_90_0_0\0,empty,90,-134,0,0,0,0,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_90_0_0\0,full,90,-134,0,0,0,0,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_120_0_0\0,empty,120,-134,0,0,0,0,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_120_0_0\0,full,120,-134,0,0,0,0,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_60_10_10\0,empty,60,-134,-2,9,10,10,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_60_10_10\0,full,60,-134,-2,9,10,10,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_90_10_10\0,empty,90,-134,-2,9,10,10,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_90_10_10\0,full,90,-134,-2,9,10,10,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_120_10_10\0,empty,120,-134,-2,9,10,10,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_120_10_10\0,full,120,-134,-2,9,10,10,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_60_20_20\0,empty,60,-134,-13,10,20,20,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_60_20_20\0,full,60,-134,-13,10,20,20,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_90_20_20\0,empty,90,-134,-13,10,20,20,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_90_20_20\0,full,90,-134,-13,10,20,20,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\empty_120_20_20\0,empty,120,-134,-13,10,20,20,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878215\perspective\full_120_20_20\0,full,120,-134,-13,10,20,20,3205.21998,4432.813559,1593.708901
\scene_03302\2D_rendering\878461\perspective\empty_60_0_0\0,empty,60,-79,0,0,0,0,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\full_60_0_0\0,full,60,-79,0,0,0,0,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\empty_90_0_0\0,empty,90,-79,0,0,0,0,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\full_90_0_0\0,full,90,-79,0,0,0,0,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\empty_120_0_0\0,empty,120,-79,0,0,0,0,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\full_120_0_0\0,full,120,-79,0,0,0,0,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\empty_60_10_10\0,empty,60,-79,2,6,10,10,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\full_60_10_10\0,full,60,-79,2,6,10,10,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\empty_90_10_10\0,empty,90,-79,2,6,10,10,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\full_90_10_10\0,full,90,-79,2,6,10,10,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\empty_120_10_10\0,empty,120,-79,2,6,10,10,4028.788474,1135.914201,1593.708901
\scene_03302\2D_rendering\878461\perspective\full_120_10_10\0,full,120,-79,2,6,10,10,4028.788474,1135.914201,1593.708901
